epoch,acc,loss,val_acc,val_loss
0,0.4791787160208213,1.267128354624698,0.5757225433526012,0.9886417741720387
0,0.5352805089647195,1.5010300796110552,0.5791907514450867,1.0337592239324758
1,0.6260844418739155,0.936211209754988,0.5526011560693641,1.0841637452902821
2,0.6466165413533834,0.8923347233140172,0.6,1.0137479749029081
3,0.6547137073452863,0.8539012009315645,0.5526011560693641,1.113633706390513
4,0.6769809138230191,0.8071618289737911,0.6161849710982659,0.9828612767203005
5,0.6908617698091383,0.7614609465011632,0.6069364161849711,0.9252349520694314
6,0.6954887218045113,0.7532059512019778,0.6115606936416185,0.9550354779800239
7,0.713128976286871,0.7017445239874585,0.6485549132947976,0.8778107145618153
8,0.7261422787738577,0.687535380993088,0.6115606936416185,1.0724342704508345
9,0.7423366107576634,0.6696081251819538,0.6473988439306358,0.9484192826672097
