epoch,acc,loss,val_acc,val_loss
0,0.506362058993638,1.2207941261587147,0.5976878612716763,0.961873034245706
1,0.5896471949103528,0.9806765196484041,0.6393063583815028,0.8522532359024004
2,0.6405436668594563,0.8973520221291008,0.623121387283237,0.886530795193821
3,0.6659919028340081,0.8339127568994525,0.630057803468208,0.9176151790543099
